,tweet_id,lat,lon,content,location,user,raw_source,data_point,time
840244250730209280,840244250730209280,,,"Trump starting to let me down   Dude wants to cut the budget of the coast guard by 1 billion,   Yeah real smart idea","Boston, MA ",517041879,"{'created_at': 'Fri Mar 10 16:53:35 +0000 2017', 'id': 840244250730209280, 'id_str': '840244250730209280', 'text': 'Trump starting to let me down   Dude wants to cut the budget of the coast guard by 1 billion,   Yeah real smart idea', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 517041879, 'id_str': '517041879', 'name': 'Silky Bear', 'screen_name': 'KyleMoran_199', 'location': 'Boston, MA ', 'description': ""B-R 15'. For the brothers who stood before me I will fight. 🔜⚓️U.S. Coast Guard⚓️ . 👻- revo_199"", 'url': 'https://t.co/tL7YkWwuDn', 'entities': {'url': {'urls': [{'url': 'https://t.co/tL7YkWwuDn', 'expanded_url': 'http://guardiansecurityprotection.com', 'display_url': 'guardiansecurityprotection.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 601, 'friends_count': 579, 'listed_count': 2, 'created_at': 'Wed Mar 07 00:28:36 +0000 2012', 'favourites_count': 9477, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 6676, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822494415172341763/U0ywUmC0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822494415172341763/U0ywUmC0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/517041879/1488420908', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Fri Mar 10 16:53:35 +0000 2017
840244194409103360,840244194409103360,,,I'm tired of reading stories abt regretful Trump voters! FUCK THEM! They were warned. How about stories on the majo… https://t.co/AQUe5pn4UN,"Boston, MA",37499500,"{'created_at': 'Fri Mar 10 16:53:21 +0000 2017', 'id': 840244194409103360, 'id_str': '840244194409103360', 'text': ""I'm tired of reading stories abt regretful Trump voters! FUCK THEM! They were warned. How about stories on the majo… https://t.co/AQUe5pn4UN"", 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AQUe5pn4UN', 'expanded_url': 'https://twitter.com/i/web/status/840244194409103360', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 37499500, 'id_str': '37499500', 'name': 'RicanResistance', 'screen_name': 'RicanInBoston', 'location': 'Boston, MA', 'description': 'It takes a smart brunette to play a dumb blonde. #TheResistance #NotMyPresident', 'url': 'https://t.co/PMMSOY33ci', 'entities': {'url': {'urls': [{'url': 'https://t.co/PMMSOY33ci', 'expanded_url': 'http://Instagram.com/RicanInBoston', 'display_url': 'Instagram.com/RicanInBoston', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5726, 'friends_count': 4238, 'listed_count': 168, 'created_at': 'Sun May 03 20:54:14 +0000 2009', 'favourites_count': 85812, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 121166, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '3B94D9', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/622883135001243648/IUjXUtnL.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/622883135001243648/IUjXUtnL.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/823668216404836352/aMxou4Rg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/823668216404836352/aMxou4Rg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/37499500/1486392305', 'profile_link_color': '000000', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 839863050194780160, 'quoted_status_id_str': '839863050194780160', 'quoted_status': {'created_at': 'Thu Mar 09 15:38:49 +0000 2017', 'id': 839863050194780160, 'id_str': '839863050194780160', 'text': '55-year-old first-time voter who chose Trump protests large boost in health costs: ""I might as well have not voted.… https://t.co/p8dLSdDrna', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/p8dLSdDrna', 'expanded_url': 'https://twitter.com/i/web/status/839863050194780160', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 16815644, 'id_str': '16815644', 'name': 'ABC News Politics', 'screen_name': 'ABCPolitics', 'location': 'Washington, DC', 'description': ""Reports from @ABC News' political team."", 'url': 'https://t.co/SO3M0qceOH', 'entities': {'url': {'urls': [{'url': 'https://t.co/SO3M0qceOH', 'expanded_url': 'http://abcnews.go.com/politics', 'display_url': 'abcnews.go.com/politics', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 490613, 'friends_count': 490, 'listed_count': 4734, 'created_at': 'Thu Oct 16 22:43:16 +0000 2008', 'favourites_count': 61, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 73142, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/137001790/twitter_politics_bg.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/137001790/twitter_politics_bg.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/471678921621008384/rTCCKGJr_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/471678921621008384/rTCCKGJr_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16815644/1401371089', 'profile_link_color': '336699', 'profile_sidebar_border_color': 'B7CFDE', 'profile_sidebar_fill_color': '88A0B3', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1305, 'favorite_count': 1725, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Fri Mar 10 16:53:21 +0000 2017
840244066373718016,840244066373718016,,,"RT @JonathanCohn: We're going to have 8 years of Trump, aren't we? https://t.co/g9TCbCmLnq",California,2153389358,"{'created_at': 'Fri Mar 10 16:52:51 +0000 2017', 'id': 840244066373718016, 'id_str': '840244066373718016', 'text': ""RT @JonathanCohn: We're going to have 8 years of Trump, aren't we? https://t.co/g9TCbCmLnq"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JonathanCohn', 'name': 'Jonathan Cohn', 'id': 18400972, 'id_str': '18400972', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 840057057994788869, 'id_str': '840057057994788869', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'url': 'https://t.co/g9TCbCmLnq', 'display_url': 'pic.twitter.com/g9TCbCmLnq', 'expanded_url': 'https://twitter.com/JonathanCohn/status/840057066647650308/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 633, 'h': 158, 'resize': 'fit'}, 'large': {'w': 633, 'h': 158, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 633, 'h': 158, 'resize': 'fit'}}, 'source_status_id': 840057066647650308, 'source_status_id_str': '840057066647650308', 'source_user_id': 18400972, 'source_user_id_str': '18400972'}]}, 'extended_entities': {'media': [{'id': 840057057994788869, 'id_str': '840057057994788869', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'url': 'https://t.co/g9TCbCmLnq', 'display_url': 'pic.twitter.com/g9TCbCmLnq', 'expanded_url': 'https://twitter.com/JonathanCohn/status/840057066647650308/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 633, 'h': 158, 'resize': 'fit'}, 'large': {'w': 633, 'h': 158, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 633, 'h': 158, 'resize': 'fit'}}, 'source_status_id': 840057066647650308, 'source_status_id_str': '840057066647650308', 'source_user_id': 18400972, 'source_user_id_str': '18400972'}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2153389358, 'id_str': '2153389358', 'name': 'Connie Oui', 'screen_name': 'OuiConnie', 'location': 'California', 'description': 'A little of this/little of that. Nature, cities, sports, current events, etc.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 586, 'friends_count': 1626, 'listed_count': 61, 'created_at': 'Thu Oct 24 17:46:30 +0000 2013', 'favourites_count': 53255, 'utc_offset': -25200, 'time_zone': 'Arizona', 'geo_enabled': False, 'verified': False, 'statuses_count': 15119, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/563139169749176321/1kU-1t7m_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/563139169749176321/1kU-1t7m_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2153389358/1479945161', 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Mar 10 04:29:46 +0000 2017', 'id': 840057066647650308, 'id_str': '840057066647650308', 'text': ""We're going to have 8 years of Trump, aren't we? https://t.co/g9TCbCmLnq"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840057057994788869, 'id_str': '840057057994788869', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'url': 'https://t.co/g9TCbCmLnq', 'display_url': 'pic.twitter.com/g9TCbCmLnq', 'expanded_url': 'https://twitter.com/JonathanCohn/status/840057066647650308/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 633, 'h': 158, 'resize': 'fit'}, 'large': {'w': 633, 'h': 158, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 633, 'h': 158, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 840057057994788869, 'id_str': '840057057994788869', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6h7cYTW0AU_zes.jpg', 'url': 'https://t.co/g9TCbCmLnq', 'display_url': 'pic.twitter.com/g9TCbCmLnq', 'expanded_url': 'https://twitter.com/JonathanCohn/status/840057066647650308/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 633, 'h': 158, 'resize': 'fit'}, 'large': {'w': 633, 'h': 158, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 633, 'h': 158, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 18400972, 'id_str': '18400972', 'name': 'Jonathan Cohn', 'screen_name': 'JonathanCohn', 'location': 'Boston, MA.', 'description': 'Editor. Bibliophile. Gadfly. Environmentalist. Super-volunteer for progressive campaigns.\n\nBoston by way of Baltimore, London, NYC, DC, and Philly.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 10508, 'friends_count': 3955, 'listed_count': 411, 'created_at': 'Sat Dec 27 03:05:23 +0000 2008', 'favourites_count': 216397, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 203699, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/780560494394572804/WgjC1zcV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/780560494394572804/WgjC1zcV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/18400972/1412020636', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 126, 'favorite_count': 319, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 126, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Fri Mar 10 16:52:51 +0000 2017
840244047155494912,840244047155494912,,,"RT @BenjaminPDixon: Poll: Laughably-Unpopular Trump Is Still More Popular than Hillary, Dems, GOP, and Media: https://t.co/cRZTfDNqqD via @…",Hell,3957352217,"{'created_at': 'Fri Mar 10 16:52:46 +0000 2017', 'id': 840244047155494912, 'id_str': '840244047155494912', 'text': 'RT @BenjaminPDixon: Poll: Laughably-Unpopular Trump Is Still More Popular than Hillary, Dems, GOP, and Media: https://t.co/cRZTfDNqqD via @…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BenjaminPDixon', 'name': 'Benjamin Dixon 🌹', 'id': 2949261587, 'id_str': '2949261587', 'indices': [3, 18]}], 'urls': [{'url': 'https://t.co/cRZTfDNqqD', 'expanded_url': 'http://youtu.be/gPNaMeoxHhE?a', 'display_url': 'youtu.be/gPNaMeoxHhE?a', 'indices': [110, 133]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3957352217, 'id_str': '3957352217', 'name': '*', 'screen_name': 'Kleboldsquad', 'location': 'Hell', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 435, 'friends_count': 18, 'listed_count': 0, 'created_at': 'Wed Oct 14 16:29:41 +0000 2015', 'favourites_count': 10, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/839973118550609921/wdPu-dfn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/839973118550609921/wdPu-dfn_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3957352217/1485178822', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Mar 10 16:01:13 +0000 2017', 'id': 840231075037208577, 'id_str': '840231075037208577', 'text': 'Poll: Laughably-Unpopular Trump Is Still More Popular than Hillary, Dems, GOP, and Media: https://t.co/cRZTfDNqqD via @YouTube', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [118, 126]}], 'urls': [{'url': 'https://t.co/cRZTfDNqqD', 'expanded_url': 'http://youtu.be/gPNaMeoxHhE?a', 'display_url': 'youtu.be/gPNaMeoxHhE?a', 'indices': [90, 113]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2949261587, 'id_str': '2949261587', 'name': 'Benjamin Dixon 🌹', 'screen_name': 'BenjaminPDixon', 'location': 'Boston, MA', 'description': ""Founder of the @ProgressiveArmy | I don't block trolls. Trolls block me"", 'url': 'https://t.co/UwMg1mFf5n', 'entities': {'url': {'urls': [{'url': 'https://t.co/UwMg1mFf5n', 'expanded_url': 'http://www.youtube.com/c/theBenjaminDixonShow', 'display_url': 'youtube.com/c/theBenjaminD…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 28537, 'friends_count': 1352, 'listed_count': 1526, 'created_at': 'Mon Dec 29 13:58:38 +0000 2014', 'favourites_count': 66350, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 35770, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/839934399848267777/8o7r-4T0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/839934399848267777/8o7r-4T0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2949261587/1488558167', 'profile_link_color': '51597B', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 110, 'favorite_count': 23, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 110, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Fri Mar 10 16:52:46 +0000 2017
840243995779424256,840243995779424256,,,"Elisabeth Sabaditsch-Wolff, Convicted of Hate Speech Against Muslims, Meets with Trump Advisor Kris Kobach  - SPLC https://t.co/ol5KNK29D6","Lynn, MA",35005762,"{'created_at': 'Fri Mar 10 16:52:34 +0000 2017', 'id': 840243995779424256, 'id_str': '840243995779424256', 'text': 'Elisabeth Sabaditsch-Wolff, Convicted of Hate Speech Against Muslims, Meets with Trump Advisor Kris Kobach  - SPLC https://t.co/ol5KNK29D6', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ol5KNK29D6', 'expanded_url': 'https://www.splcenter.org/hatewatch/2017/03/09/elisabeth-sabaditsch-wolff-convicted-hate-speech-against-muslims-meets-trump-advisor-kris#.WMLZuLZ1sOo.twitter', 'display_url': 'splcenter.org/hatewatch/2017…', 'indices': [115, 138]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 35005762, 'id_str': '35005762', 'name': 'Dave Hunter', 'screen_name': 'hypnocoach183', 'location': 'Lynn, MA', 'description': 'Native of Lynn,MA now living in West Peabody,MA.Interests include writing,martial arts,NLP,hypnosis,and much,much more.', 'url': 'https://t.co/f2CxdOlAg0', 'entities': {'url': {'urls': [{'url': 'https://t.co/f2CxdOlAg0', 'expanded_url': 'http://www.hypnothoughts.com/profile/DaveHunter', 'display_url': 'hypnothoughts.com/profile/DaveHu…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2773, 'friends_count': 5001, 'listed_count': 129, 'created_at': 'Fri Apr 24 18:57:09 +0000 2009', 'favourites_count': 183170, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 109056, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '106108', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/129890068/caribbean-summer.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/129890068/caribbean-summer.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1413103541/070416_herald01_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1413103541/070416_herald01_normal.jpg', 'profile_link_color': '106108', 'profile_sidebar_border_color': '60D9B4', 'profile_sidebar_fill_color': '60D9B4', 'profile_text_color': '065C6A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Fri Mar 10 16:52:34 +0000 2017
